inpNum,repNum,Vf_IQR,Vf_Mdn,nFC,nMRC,FCp,MRCp,av_FCa,av_MRCa,max_FC,max_MRC,Stiffness,Strength,UM
885,33,0.171462130818597,0.699340438169364,0.0208333333333333,0.0520833333333333,0.158073859670219,0.231483746964463,206.88067772568,121.182628309063,316.22677586068,217.943894488622,17021.2742661443,57.191481534245,50
886,11,0.184886892221296,0.653487892147635,0.0206185567010309,0.0412371134020619,0.140269938100525,0.235616645883617,195.556775829914,164.242004469404,276.275658417796,338.199092294724,15630.0261554708,58.1436972983513,50
887,46,0.212582354162402,0.689383969857053,0.02,0.04,0.33394702266042,0.326953763006053,506.103189329056,247.752384348645,886.120660676744,679.924764823961,15635.7072462546,58.164830956067,50
888,6,0.158072315734756,0.687385307111893,0.0412371134020619,0.0412371134020619,0.294929712600471,0.12999067206034,199.973802505142,88.1387255048091,487.359151805402,162.099690557517,16705.3165819254,58.0923973330685,50
890,8,0.218030590412845,0.639573438601657,0.0210526315789474,0.0210526315789474,0.107039487483159,0.396922900911675,155.22319703298,575.597315568321,251.394154322153,621.95979142035,14652.1391041443,56.2342350810531,50
891,27,0.260856219192138,0.617077035122382,0.0253164556962025,0.0253164556962025,0.134391381485254,0.518668267211626,194.88833713922,752.149393857118,326.254382707861,1361.99910584539,13953.1780913818,51.9058224999402,50
892,34,0.18943904223007,0.691341372389219,0.02,0.02,0.342873400231933,0.29758953713963,460.760206617509,399.906835954359,878.711787673577,706.173300463879,16292.117448887,56.6965687221268,50
893,29,0.152503445796413,0.673216886315587,0.02,0.01,0.119733916562023,0.101884517541519,156.448909988365,266.252406531848,233.454224290144,266.252406531848,16906.1534587746,60.8621524515885,50
894,22,0.285530663564707,0.614788924473244,0.0131578947368421,0.0394736842105263,0.109997661469795,0.554272074548224,295.856283995667,496.934432081652,295.856283995667,1289.75177432063,13347.2397337337,52.8550693455857,50
895,8,0.250763521619735,0.603919779675306,0.0,0.0405405405405405,0.0,0.479762776337445,0.0,436.524492899612,0.0,838.113895682912,13426.2755061515,46.7234387614073,50
898,25,0.198834669130711,0.678209420956978,0.0306122448979592,0.0204081632653061,0.242892936572977,0.336531516648991,234.796081161077,487.969817553564,332.352268402361,520.02166020675,16036.9981403721,59.6186696840616,50
899,14,0.248575483169495,0.598626123479608,0.025974025974026,0.038961038961039,0.0721307087928011,0.482424148672429,93.3274603072283,416.128085064818,143.030968964485,625.164510537431,13359.3753883278,59.3156267241755,50
901,41,0.157524840409591,0.710142572514838,0.0254237288135593,0.0254237288135593,0.446764033725039,0.126416561823562,437.862972990929,123.897913477573,919.974135055465,240.407111644407,18128.7004471284,56.5615453950406,50
905,23,0.224225852541042,0.669733419001704,0.0217391304347826,0.0326086956521739,0.308447617981625,0.286837803768729,404.127866541037,250.543134766087,700.048125695958,636.406285677904,14892.2718963244,55.3992514543268,50
906,14,0.245435133378174,0.598191216773513,0.0,0.0126582278481013,0.0,0.503319305501274,0.0,1300.94670636624,0.0,1300.94670636624,13358.9489434489,62.5198810553409,50
908,45,0.279805660024075,0.622154859061098,0.0256410256410256,0.0384615384615385,0.139549936761524,0.443199808661682,189.063566429893,400.300845280053,311.202714928105,914.88297318094,13699.8991925924,50.9636249964438,50
909,42,0.313570275329212,0.475797190354471,0.0140845070422535,0.0140845070422535,0.0158374165029758,0.662274971276228,47.0673639819847,1968.22108728148,47.0673639819847,1968.22108728148,11086.366854506,50.5311193365872,50
910,8,0.186115460078628,0.718284664978549,0.0084033613445378,0.0252100840336134,0.40745710486922,0.299359068945385,1282.98413784524,314.20316591798,1282.98413784524,404.994307418924,16755.5430979787,60.288218640504,50
